年份,上架时间,商品ID,商品名称（查找引用）,货号（查找引用）,产品等级,链接,直播价,运营,组别,类目名称(索引),一级类目,二级类目,叶子类目,主图,品类-公司维度划分,团购优惠金额,继承S级标注,6-8月是否同意破价,是否正常开推广,父记录,多类目上架判断,检测报告
2024,2024/04/09,782124219886,童话小护盾泳帽,KQ24045,清仓,https://detail.tmall.com/item.htm?abbucket=11&id=782124219886&rn=137a5e747152e4f045af30687dfbdbdc&spm=a1z10.3-b-s.w4011-14899565465.69.4e99367c07PLsY,25.9,栗子,运营二组,运动/瑜伽/健身/球迷用品>游泳>泳帽,运动/瑜伽/健身/球迷用品,游泳,泳帽,image.png,泳具-其他,,,同意,,,,
2025,2025/03/17,899798281148,小光盾魔法生花泳衣（主）,KQ25050,清仓,https://detail.tmall.com/item.htm?id=899798281148&spm=a21dvs.23580594.0.0.3f544b51O9Zwsx,109.9,桃酥,运营三组,童装/婴儿装/亲子装>儿童泳装>泳衣裤,童装/婴儿装/亲子装,儿童泳装,泳衣裤,image.png,泳衣,,,同意,,,儿童泳衣/裤,
2025,2025/06/14,939104470543,小光盾魔法生花泳衣（副）,KQ25050,清仓,https://detail.tmall.com/item.htm?id=939104470543,"109.9
泳衣+泳镜：139.9",桃酥,运营三组,运动/瑜伽/健身/球迷用品>游泳>儿童泳衣/裤,运动/瑜伽/健身/球迷用品,游泳,儿童泳衣/裤,image.png,泳衣,,,同意,,,,
2025,2025/03/12,898059741388,小雪糕魔法生花泳衣,KQ25049,清仓,https://detail.tmall.com/item.htm?id=898059741388&spm=a21dvs.23580594.0.0.3f544b51SnQrpk,"69.9
泳衣+泳镜：109.9
泳衣+泳包：119.9
泳衣+泳镜+泳包：159.9",栗子,运营二组,童装/婴儿装/亲子装>儿童泳装>泳衣裤,童装/婴儿装/亲子装,儿童泳装,泳衣裤,image.png,泳衣,,,同意,,,儿童泳衣/裤,
2025,2025/03/13,898453469175,涂鸦艺术家分体泳衣,KQ25046,B级,https://detail.tmall.com/item.htm?abbucket=5&id=898453469175&pisk=gCBrYdDyh8ertCjNlOvEgCohXupJIpz1Z9TBxMjHVUYlPLTF8GICN_sHR9JFkZAhFLs5ueb18H65dMmexZ9k9_TBPeJFvNrb5Rw12gppnPa_CXsLD4vtK0xoRKDDYp-klCJNJgppKyojK5wN2NcQOAckxnq2AHKHqwAlmjxMoHckKwYDihxnEpbHKoRDA3ooZvvhmmxwo2moKeDDohKsq3DkqoSDkHvH-wAoNPIlxx-6Zko69K9IoMRySgYqQiB2qglR0EkIpt52wF26uvDh33S0vAajQWTG6UO6SZ2jUpSDYZR1aPkP8MjOtIWEru_Go67HDsUETF5hV1BvGDcl098ysTAqjvsMeHbHTsUZC3J5gCWPwk3cqNTPsLIIbzs2_sR9mImEZL11f9dGE8u9lCKFuC1z7Y7G4T0pmKGAp_unTQxv0FZ40ASqDNerlTDn9XdDBn8_V3GK9Qxv0FZ40XhpihK25ut5.&rn=8fc9f9e3eefefcde30db2d30d27f8241&spm=a1z10.3-b-s.w4011-2629836412.123.731f367cQcTryh,"59.9
组合：79.9",热狗,运营一组,童装/婴儿装/亲子装>儿童泳装>泳衣裤,童装/婴儿装/亲子装,儿童泳装,泳衣裤,image.png,泳衣,,,同意,,,儿童泳衣/裤,
2025,2025/03/28,903588197784,小小逐浪者溯溪鞋（主）,KQ25060,A级,https://detail.tmall.com/item.htm?abbucket=11&id=903588197784&pisk=gaZZcRtZAGIwTlctSki28J6kdmnt4m57SoGjn-2mCfcg1cG4g8eb5PwmGoo49W00fcw_TjV7gxZ_c-vqnWiikPGj1jo4H7WCNgs7BRnxx_15V4uRiCmJmEcMGe0nemkiO4ozMRnxmsyFFsW_B7AZRxLmnvXEhxHMmS0gKHDxtxYimScn-YDDjmV0i2xn3xcDSnmDxDcKQjxiInvnxAMJsIc0iJXEHXcmmVV0KbG0I-xEFVXVuCHFK1cx7b2iT3yLYAcMWRle3KqU8VlkVX-DmkkaKtK5O37jZzhsPbVhAho4KxPEPP5ybSy0er0U0CX_ZW44ivUdgElzoRa8v29DSJrq_4qi8LxbEcH0iqzda3MZfyuzbPBvtRVS_zmThL5_L4zEyv0H3Fm_P8ZxrljwwXg-3Wu77_-aZg7HMvmBJoUwiEuipvl5L9-zLpFRbBZMmELx-0HENOM6kE3ipvl5L98vk2D-Lb6sC&rn=e784b2a65c7cb3fa09f1df76d2a95465&spm=a1z10.3-b-s.w4011-2629836412.110.bda1367cvG13Rv,69.9,热狗,运营一组,户外/登山/野营/旅行用品>户外鞋靴>沙滩鞋/凉鞋/拖鞋,户外/登山/野营/旅行用品,户外鞋靴,沙滩鞋/凉鞋/拖鞋,image.png,溯溪鞋,,,不同意,,,运动沙滩鞋/凉鞋,
2025,2025/06/18,940597611897,小小逐浪者溯溪鞋（副）,KQ25060,A级,https://detail.tmall.com/item.htm?id=940597611897&spm=a21dvs.23580594.0.0.2e524b51VJFO9U,69.9,热狗,运营一组,运动鞋new>运动沙滩鞋/凉鞋>运动沙滩鞋/凉鞋,运动鞋new,运动沙滩鞋/凉鞋,运动沙滩鞋/凉鞋,image.png,溯溪鞋,,,不同意,,,,
20,2026/06/26,1060991502160,小小逐浪者溯溪鞋（副）,KQ25060,A级,https://detail.tmall.com/item.htm?id=1060991502160&spm=a21dvs.23580594.0.0.5984645ey1X7sh,69.9,热狗,运营一组,童鞋/婴儿鞋/亲子鞋>凉鞋>凉鞋,童鞋/婴儿鞋/亲子鞋,凉鞋,凉鞋,image.png,溯溪鞋,,,,,,,
2025,2025/03/27,902752670664,萌萌探险家高帮溯溪鞋,KQ25061,清仓,https://detail.tmall.com/item.htm?id=902752670664&spm=a211b3.detailpagenew.0.0.969b5444xx6VH3,49.9,虾滑,运营二组,户外/登山/野营/旅行用品>户外鞋靴>沙滩鞋/凉鞋/拖鞋,户外/登山/野营/旅行用品,户外鞋靴,沙滩鞋/凉鞋/拖鞋,image.png,溯溪鞋,,,同意,,,运动沙滩鞋/凉鞋,
2025,2025/03/27,902820450714,椰椰小岛溯溪鞋-溯溪鞋类目,KQ25059,B级,https://detail.tmall.com/item.htm?id=902820450714&spm=a211b3.detailpagenew.0.0.969b5444xx6VH3,69.9,栗子,运营二组,户外/登山/野营/旅行用品>户外鞋靴>溯溪鞋,户外/登山/野营/旅行用品,户外鞋靴,溯溪鞋,image.png,溯溪鞋,,,不同意,,,,
2025,2025/05/14,922718995168,椰椰小岛溯溪鞋-沙滩鞋类目,KQ25059,B级,https://detail.tmall.com/item.htm?id=922718995168&spm=a21dvs.23580594.0.0.52784b511EAKCU,69.9,栗子,运营二组,户外/登山/野营/旅行用品>户外鞋靴>沙滩鞋/凉鞋/拖鞋,户外/登山/野营/旅行用品,户外鞋靴,沙滩鞋/凉鞋/拖鞋,image.png,溯溪鞋,,,不同意,,,运动沙滩鞋/凉鞋,
2025,2025/08/05,962865268522,椰椰小岛溯溪鞋-凉鞋类目,KQ25059,B级,https://detail.tmall.com/item.htm?id=962865268522&spm=a21dvs.23580594.0.0.37ca645eQGajUH,69.9,栗子,运营二组,童鞋/婴儿鞋/亲子鞋>凉鞋>凉鞋,童鞋/婴儿鞋/亲子鞋,凉鞋,凉鞋,image.png,溯溪鞋,,,不同意,,,,
2025,2025/03/27,902793214174,云朵泡泡水滴泳帽,KQ25055,B级,https://detail.tmall.com/item.htm?id=902793214174&spm=a211b3.detailpagenew.0.0.969b5444xx6VH3,29.9,虾滑,运营二组,运动/瑜伽/健身/球迷用品>游泳>泳帽,运动/瑜伽/健身/球迷用品,游泳,泳帽,image.png,泳具-其他,,,同意,,,,
2025,2025/04/07,908285760995,几何序曲泳包,KQ25063,B级,https://detail.tmall.com/item.htm?id=908285760995&spm=a211lz.success.0.0.ae122b90Ko8QfV,59.9,虾滑,运营二组,运动/瑜伽/健身/球迷用品>游泳>游泳专用包,运动/瑜伽/健身/球迷用品,游泳,游泳专用包,image.png,泳具-其他,,,不同意,,,,
2025,2025/04/03,905274143163,几何序曲沙滩巾,KQ25057,B级,https://detail.tmall.com/item.htm?id=905274143163&spm=a21dvs.23580594.0.0.1d292c1bbhr8Vj,"69.9
滩巾+泳镜：94.9
沙滩巾+泳包：129.9
三件套：169.9",桃酥,运营三组,运动/瑜伽/健身/球迷用品>游泳>浴巾/吸水巾,运动/瑜伽/健身/球迷用品,游泳,浴巾/吸水巾,image.png,泳具-其他,,,不同意,,,,
2025,2025/04/03,906610100801,涂鸦艺术家斗篷沙滩巾,KQ25058,清仓,https://detail.tmall.com/item.htm?id=906610100801&spm=a21dvs.23580594.0.0.28cb4b51enw76G,65.9,栗子,运营二组,运动/瑜伽/健身/球迷用品>游泳>浴巾/吸水巾,运动/瑜伽/健身/球迷用品,游泳,浴巾/吸水巾,image.png,泳具-其他,,,同意,,,,
2025,2025/03/22,901094039441,破浪大框泳镜（主）,KQ25064,A级,https://detail.tmall.com/item.htm?id=901094039441&spm=a21dvs.23580594.0.0.621e2c1bKrTh7n,"45.9
泳镜+泳帽：65.9",虾滑,运营二组,玩具/童车/益智/早教/游乐设备>游泳池/戏水玩具>泳镜,玩具/童车/益智/早教/游乐设备,游泳池/戏水玩具,泳镜,image.png,泳镜,,,不同意,,,泳镜,
2025,2025/06/17,941674708221,破浪大框泳镜（副）,KQ25064,A级,https://detail.tmall.com/item.htm?id=941674708221&spm=a21dvs.23580594.0.0.1d292c1b3bNqML,"45.9
泳镜+泳帽：65.9",虾滑,运营二组,运动/瑜伽/健身/球迷用品>游泳>泳镜,运动/瑜伽/健身/球迷用品,游泳,泳镜,image.png,泳镜,,,不同意,,,泳镜,
2023,2023/04/18,713775811744,简约可爱儿童硅胶泳帽,KQ23057,清仓,https://detail.tmall.com/item.htm?id=713775811744&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv,29.9,热狗,运营一组,运动/瑜伽/健身/球迷用品>游泳>泳帽,运动/瑜伽/健身/球迷用品,游泳,泳帽,image.png,泳具-其他,,,同意,,,,
2023,2023/04/23,714012372317,夏日戏水溯溪鞋,KQ23067,清仓,https://detail.tmall.com/item.htm?id=714012372317,39.9,曲奇,运营三组,户外/登山/野营/旅行用品>户外鞋靴>沙滩鞋/凉鞋/拖鞋,户外/登山/野营/旅行用品,户外鞋靴,沙滩鞋/凉鞋/拖鞋,image.png,溯溪鞋,,,同意,,,运动沙滩鞋/凉鞋,
2023,2023/04/20,713702185045,海滨微风溯溪鞋,KQ23068,清仓,https://detail.tmall.com/item.htm?id=713702185045&spm=a21y7.12701734.0.0.466047a1kcy9tO,39.9,桃酥,运营三组,户外/登山/野营/旅行用品>户外鞋靴>沙滩鞋/凉鞋/拖鞋,户外/登山/野营/旅行用品,户外鞋靴,沙滩鞋/凉鞋/拖鞋,image.png,溯溪鞋,,,同意,,,运动沙滩鞋/凉鞋,
2025,2025/05/26,930546164711,小漫游轻云双肩包,KQ25072,清仓,https://detail.tmall.com/item.htm?id=930546164711&spm=a21dvs.23580594.0.0.5b4330fcD5AB8X,"M：79.9
L：89.9
智能版-M：119.9
智能版-L：129.9",洋葱,运营一组,玩具/童车/益智/早教/游乐设备>儿童包/背包/箱包>书包,玩具/童车/益智/早教/游乐设备,儿童包/背包/箱包,书包,image.png,书包,,,同意,,,双肩背包,
2025,2025/05/27,930995388469,萌宠小屋包,KQ25067,B级,https://detail.tmall.com/item.htm?id=930995388469&spm=a21dvs.23580594.0.0.5b4330fcD5AB8X,"S：89.9
M：99.9
智能版-S：129.9
智能版-M：139.9",虾滑,运营二组,玩具/童车/益智/早教/游乐设备>儿童包/背包/箱包>书包,玩具/童车/益智/早教/游乐设备,儿童包/背包/箱包,书包,image.png,书包,,,不同意,,,双肩背包,
2025,2025/05/19,926233305338,领航者网舱书包（主）,KQ25068,清仓,https://detail.tmall.com/item.htm?id=926233305338&spm=a21dvs.23580594.0.0.621e2c1bIXboET,"小码：149.9
大码：159.9
小码+笔袋：169.9
大码+笔袋：179.9
智能版小码：189.9
智能版大码：199.9
智能版小码+笔袋：209.9
智能版大码+笔袋：219.9",桃酥,运营三组,玩具/童车/益智/早教/游乐设备>儿童包/背包/箱包>书包,玩具/童车/益智/早教/游乐设备,儿童包/背包/箱包,书包,image.png,书包,,,同意,,,双肩背包,
2025,2025/07/14,951840670668,领航者网舱书包（副）,KQ25068,清仓,https://detail.tmall.com/item.htm?id=951840670668&spm=a21dvs.23580594.0.0.6658645eYWfr8K,"小码：149.9
大码：159.9
小码+笔袋：169.9
大码+笔袋：179.9
智能版小码：189.9
智能版大码：199.9
智能版小码+笔袋：209.9
智能版大码+笔袋：219.9",桃酥,运营三组,箱包皮具/热销女包/男包>双肩背包>双肩背包,箱包皮具/热销女包/男包,双肩背包,双肩背包,image.png,书包,,,同意,,,,
2025,2025/05/23,929030400050,拓界者双搭扣书包（主）,KQ25069,A级,https://detail.tmall.com/item.htm?id=929030400050&spm=a21dvs.23580594.0.0.5b4330fcbeIrSi,"M：149.9
L：159.9
M+笔袋：169.9
L+笔袋：179.9
智能款M：189.9
智能款L：199.9
智能款M+笔袋：209.9
智能款L+笔袋：219.9",热狗,运营一组,玩具/童车/益智/早教/游乐设备>儿童包/背包/箱包>书包,玩具/童车/益智/早教/游乐设备,儿童包/背包/箱包,书包,image.png,书包,,,不同意,,,双肩背包,
2025,2025/07/18,953344514158,拓界者双搭扣书包（副）,KQ25069,A级,https://detail.tmall.com/item.htm?id=953344514158&spm=a21dvs.23580594.0.0.37ca645e6XPo1y,"M：149.9
L：159.9
M+笔袋：169.9
L+笔袋：179.9
智能款M：189.9
智能款L：199.9
智能款M+笔袋：209.9
智能款L+笔袋：219.9",热狗,运营一组,箱包皮具/热销女包/男包>双肩背包>双肩背包,箱包皮具/热销女包/男包,双肩背包,双肩背包,image.png,书包,,,不同意,,,,
2025,2025/05/26,929448778286,漫游者轻云双肩包（主）,KQ25071,清仓,https://detail.tmall.com/item.htm?id=929448778286&spm=a21dvs.23580594.0.0.5b4330fcVDzGnB,"M：89.9
L：99.9
M+笔袋：109.9
L+笔袋：119.9
智能版M：129.9
智能版L：139.9
智能版M+笔袋：149.9
智能版L+笔袋：159.9",曲奇,运营三组,玩具/童车/益智/早教/游乐设备>儿童包/背包/箱包>书包,玩具/童车/益智/早教/游乐设备,儿童包/背包/箱包,书包,image.png,书包,,,同意,,,双肩背包,
2025,2025/07/14,952458841031,漫游者轻云双肩包（副）,KQ25071,清仓,https://detail.tmall.com/item.htm?id=952458841031&spm=a21dvs.23580594.0.0.6658645eYWfr8K,"M：89.9
L：99.9
M+笔袋：109.9
L+笔袋：119.9
智能版M：129.9
智能版L：139.9
智能版M+笔袋：149.9
智能版L+笔袋：159.9",曲奇,运营三组,箱包皮具/热销女包/男包>双肩背包>双肩背包,箱包皮具/热销女包/男包,双肩背包,双肩背包,image.png,书包,,,同意,,,,
2025,2025/05/29,932104768493,"小吐司笔盒
（赠品笔盒）",KQ25070,B级,https://detail.tmall.com/item.htm?id=932104768493&spm=a21dvs.23580594.0.0.1d292c1blkNugk,25.9,曲奇,运营三组,文具电教/文化用品/商务用品>日常学习用品>笔袋,文具电教/文化用品/商务用品,日常学习用品,笔袋,image.png,罩衣/其他,,,不同意,,,,
2025,2025/05/21,926811322014,啵啵软糖雨衣,KQ25075,S级,https://detail.tmall.com/item.htm?id=926811322014&spm=a21dvs.23580594.0.0.621e2c1bpjXAW2,59.9,栗子,运营二组,居家日用>伞/雨具/防雨/防潮>雨披/雨衣,居家日用,伞/雨具/防雨/防潮,雨披/雨衣,image.png,雨具,,,不同意,,,,
2025,2025/05/21,926825562665,啵啵软糖雨靴,KQ25073,A级,https://detail.tmall.com/item.htm?id=926825562665&spm=a21dvs.23580594.0.0.621e2c1bpjXAW2,49.9,栗子,运营二组,童鞋/婴儿鞋/亲子鞋>儿童雨鞋>雨靴,童鞋/婴儿鞋/亲子鞋,儿童雨鞋,雨靴,image.png,雨具,,,不同意,,,,
2025,2025/05/30,931093331193,小耳朵提手雨鞋,KQ25076,清仓,https://detail.tmall.com/item.htm?id=931093331193,55.9,曲奇,运营三组,童鞋/婴儿鞋/亲子鞋>儿童雨鞋>雨靴,童鞋/婴儿鞋/亲子鞋,儿童雨鞋,雨靴,image.png,雨具,,,不同意,,,,
2025,2025/05/13,923702596879,口袋星期雨衣,KQ25066,B级,https://detail.tmall.com/item.htm?id=923702596879&spm=a211b3.detailpagenew.0.0.65765444aUdfKz&sku_properties=20509%3A28383,"儿童5件/10件/30件：23.9/39.9/109.9
成人5件/10件/30件：27.9/46.9/129.9",洋葱,运营一组,居家日用>伞/雨具/防雨/防潮>雨披/雨衣,居家日用,伞/雨具/防雨/防潮,雨披/雨衣,image.png,雨具,,,同意,,,,
2025,2025/05/12,921947539645,小彩绘奇遇雨衣,KQ25065,A级,https://detail.tmall.com/item.htm?id=921947539645&spm=a211b3.detailpagenew.0.0.65765444aUdfKz,79.9,曲奇,运营三组,居家日用>伞/雨具/防雨/防潮>雨披/雨衣,居家日用,伞/雨具/防雨/防潮,雨披/雨衣,image.png,雨具,,,不同意,,,,
2023,2023/07/25,730612089650,学生简约防水补习袋,KQ23051,清仓,https://detail.tmall.com/item.htm?id=730612089650&spm=a21dvs.23580594.0.0.621e3d0dFlv4RH,39.9,热狗,运营一组,文具电教/文化用品/商务用品>收纳/陈列用品>文件袋/资料袋/试卷收纳袋,文具电教/文化用品/商务用品,收纳/陈列用品,文件袋/资料袋/试卷收纳袋,image.png,罩衣/其他,,,同意,,,,
2022,2021/07/24,651574830948,趣出行圆角自动伞,KQ22188,B级,https://detail.tmall.com/item.htm?abbucket=11&id=651574830948&pisk=gqmIAOD0P6fIkqCiKBpaCUwf-FZSVbt2dTw-nYIFekEpNbG-sgyyKp0_efl74ukJtbi76Y0eKzRhFVGnHylSEp28wbh7a28w0vD3qud4Vn-qK1WMMYhQw8F9e-2AJdzLbzkyXud2g3g1-Rag2X7YuSQOW-VTpMER2dwTe8Z8pJUJC5e7n7IKwup6C8ezeMULJNBT38ZRyJUdX1e0pMFRJ7B9C8VTwuE-N3WbFeNndpCr0DADkRHL1gI-v34QGV_Pqg0zLyi-p5MZQcwQRSU6LAWsvfk-YD4MWNZoQqGSyjdN8W3bhfaqRIsIGX2-F8hBmtNtAYi_-VWcDAa7OVnL5TI-dlV8u4GBOwVK8fa0BPBWmRl46vmK5LftpjPQvRUwDKMTyVo3oDROAo3mLku-MC7U9qwR4_S4GhkcPOacVRN2Cd_lrc5APYECVil3JR2Q7d91944LIRN2Cd_lryegd5J6C63l.&rn=0d41b9ade7b5995d5cb260c720f25167&spm=a1z10.3-b.w4011-2629836412.48.4ba6367c7cw3Dv,54.9,洋葱,运营一组,居家日用>伞/雨具/防雨/防潮>伞,居家日用,伞/雨具/防雨/防潮,伞,image.png,雨具,,,同意,,,,
2023,2023/02/28,705399579104,大艺术家儿童雨衣,KQ23022,B级,https://detail.tmall.com/item.htm?abbucket=8&id=705399579104&rn=c18b009af1a502a7606ef1b858e436b9&spm=a1z10.3-b-s.w4011-14899565465.63.60a0367c1pAgcQ,119.9,桃酥,运营三组,居家日用>伞/雨具/防雨/防潮>雨披/雨衣,居家日用,伞/雨具/防雨/防潮,雨披/雨衣,image.png,雨具,,,不同意,,,,
2022,2022/02/02,668166698807,乐趣出行防雨鞋套,KQ22002,清仓,https://detail.tmall.com/item.htm?id=668166698807,22.9,虾滑,运营二组,居家日用>鞋用品>鞋套,居家日用,鞋用品,鞋套,image.png,雨具,,,同意,,,,
2023,2023/08/15,734191719277,彩虹便携雨衣,KQ23146,清仓,https://detail.tmall.com/item.htm?id=734191719277&spm=a21y7.12701734.0.0.623947a1IaSa05&sku_properties=20509:28383,"儿童7件/14件/21件/28件：23.9/39.9/55.9/72.9
成人7件/14件/21件/28件：28.9/49.9/69.9/89.9",洋葱,运营一组,居家日用>伞/雨具/防雨/防潮>雨披/雨衣,居家日用,伞/雨具/防雨/防潮,雨披/雨衣,image.png,雨具,,,同意,,,,
2024,2024/05/25,799529466369,KK树小氧气呼吸雨衣,KQ24070,B级,https://detail.tmall.com/item.htm?id=799529466369,119.9,洋葱,运营一组,居家日用>伞/雨具/防雨/防潮>雨披/雨衣,居家日用,伞/雨具/防雨/防潮,雨披/雨衣,image.png,雨具,,,不同意,,,,
2022,2022/07/11,678723522526,探索者双搭扣拼色书包（主）,KQ22152,A级,https://detail.tmall.com/item.htm?id=678723522526&spm=a21dvs.23580594.0.0.621e3d0dx9IqhX,"155.9/165.9/175.9
智能版：189.9/199.9/209.9",曲奇,运营三组,玩具/童车/益智/早教/游乐设备>儿童包/背包/箱包>书包,玩具/童车/益智/早教/游乐设备,儿童包/背包/箱包,书包,image.png,书包,,,不同意,,,双肩背包,
2022,2025/07/14,953038080990,探索者双搭扣拼色书包（副）,KQ22152,A级,https://detail.tmall.com/item.htm?id=953038080990&spm=a21dvs.23580594.0.0.6658645eYWfr8K,"155.9/165.9/175.9
智能版：189.9/199.9/209.9",曲奇,运营三组,箱包皮具/热销女包/男包>双肩背包>双肩背包,箱包皮具/热销女包/男包,双肩背包,双肩背包,image.png,书包,,,不同意,,,,
2019,2018/03/20,566283694077,隐形海洋大帽檐,KQ19473,A级,https://detail.tmall.com/item.htm?id=566283694077&spm=a21dvs.23580594.0.0.621e3d0dYy8mME&sku_properties=20017:24396146912,39.9/45.9/55.8,虾滑,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,不同意,,,,
2023,2023/02/28,704964893976,乐玩园游会半空顶防晒帽,KQ23014,S级,https://detail.tmall.com/item.htm?id=704964893976&spm=a21y7.12701734.0.0.3b5047a11jxY75&sku_properties=20017:65303845;20509:78928675,39.9,栗子,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,婴童防晒帽,5,继承,不同意,,,,
2023,2023/03/07,706689231478,呼吸防晒空顶披风帽,KQ23023,S级,https://detail.tmall.com/item.htm?id=706689231478&spm=a21ag.23983127.0.3.6a2750a5O1b63K&sku_properties=20017:32692869407,"49.9
组合：61.9",蛤蜊,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,不同意,,,,
2023,2018/03/08,565628742471,K标太阳镜,KQ28205,S级,https://detail.tmall.com/item.htm?id=565628742471&spm=a21y7.12701734.0.0.3b5047a11jxY75&sku_properties=122216343:271046006,29.9/39.9,虾滑,运营二组,童装/婴儿装/亲子装>儿童配饰>太阳镜,童装/婴儿装/亲子装,儿童配饰,太阳镜,image.png,太阳镜,5,继承,不同意,,,,K标太阳镜全检.pdf
2024,2024/02/22,768898791253,扭扭软糖太阳镜,KQ24041,S级,https://detail.tmall.com/item.htm?id=768898791253&sku_properties=122216343:30778046810&spm=a21dvs.23580594.0.0.621e3d0dZPrHgE,29.9/39.9,虾滑,运营二组,童装/婴儿装/亲子装>儿童配饰>太阳镜,童装/婴儿装/亲子装,儿童配饰,太阳镜,image.png,太阳镜,5,,不同意,,,,
2023,2023/03/20,708379056203,夏日偏光折叠太阳镜（主）,KQ23021,S级,https://detail.tmall.com/item.htm?id=708379056203&spm=a21dvs.23580594.0.0.621e3d0d3gWFWB&sku_properties=122216343:1817568817,49.9/59.9,栗子,运营二组,童装/婴儿装/亲子装>儿童配饰>太阳镜,童装/婴儿装/亲子装,儿童配饰,太阳镜,image.png,太阳镜,5,,不同意,,,,
2023,2025/05/28,930319699634,夏日偏光折叠太阳镜（副）,KQ23021,S级,https://detail.tmall.com/item.htm?abbucket=11&id=930319699634&pisk=gX1oVnw1FTJWVdhSEyA7Ffu6h62AFQOBjMhpvBKU3n-Xw3EWweJFXGvE9ae7-yxcA3pJa3hHtwjCvp5pv605iGcKwuw58XApTlET65Q7PBOUXflJC_nWWFiU93ly0QTKcFxMi5Q5PHgoYPB462cME6eELHSegn86SB8yTUJ4oeYMYB-yLm728n-eTMky3Z8e5X-eYHz0ge8EaUky8SP2SeGeTBSUgrYB0UReTM74oeGkJX-GTs14xx0YShfStBLkEh7y4aQRgzp-FZxmbcfcnHKa6ncETsYluyGTDf2pbOtJBhS4MbAhuejDBTqiZMbF59Jct0zRbiWhYE6bxvxGLaB1GK3EUZfHqd5ynVld7QTFYpXbjfLkwtvGZTaI0aS9qOR5JVqRodXDCEJq-YRRBNCBQ_Pofnp6-ivOElclbgJm3Ao0eXT4JskIdL8XohCeIH4g0VGzDr4mC89ylUETorDIdL8XohU0oAiWUET8X&rn=6ac230b5e0dcbf471c8db6d73411cb0f&spm=a1z10.3-b-s.w4011-2629836412.288.7155367cy8ZzgD&sku_properties=122216343%3A1817568817,49.9,栗子,运营二组,童装/婴儿装/亲子装>儿童配饰>太阳镜,童装/婴儿装/亲子装,儿童配饰,太阳镜,image.png,太阳镜,5,,不同意,,,,
2023,2023/04/03,711033210134,伦敦海港条纹长袖防晒泳衣（主）,KQ23062,S级,https://detail.tmall.com/item.htm?id=711033210134,"89.9
+泳镜：114.9
+泳帽：119.9
+泳包：139.9
+泳镜+泳包：159.9",虾滑,运营二组,童装/婴儿装/亲子装>儿童泳装>泳衣裤,童装/婴儿装/亲子装,儿童泳装,泳衣裤,image.png,泳衣,5,继承,不同意,,,儿童泳衣/裤,
2023,2025/06/14,939637893745,伦敦海港条纹长袖防晒泳衣（副）,KQ23062,S级,https://detail.tmall.com/item.htm?id=939637893745&spm=a21dvs.23580594.0.0.1d292c1bRBopzw,"89.9
+泳镜：114.9
+泳帽：119.9
+泳包：139.9
+泳镜+泳包：159.9",虾滑,运营二组,运动/瑜伽/健身/球迷用品>游泳>儿童泳衣/裤,运动/瑜伽/健身/球迷用品,游泳,儿童泳衣/裤,image.png,泳衣,5,,不同意,,,,
